Id,processed,Rating,Likes,Tips,PostalCode,Price_tier,createdAt,Category_id
55a0e60c498e873de699ccd1,True,0.0,7.0,0.0,347900.0,0.0,1436608012.0,4bf58dd8d48988d132951735
58401718e9233e42ab37615e,True,5.8,1.0,0.0,347900.0,0.0,1480595224.0,52f2ab2ebcbc57f1066b8b46
51ecf0f2498edbbbb8c6c29d,True,0.0,0.0,0.0,347900.0,0.0,1374482674.0,4bf58dd8d48988d1e2941735
53f917c4498e47b1dc40249e,True,0.0,1.0,0.0,347900.0,0.0,1408833476.0,4bf58dd8d48988d1de941735
516166d9e4b0d19a95e6b214,True,0.0,0.0,0.0,347900.0,0.0,1365337817.0,4bf58dd8d48988d12b951735
5183984a498e46c7f9c5af0a,True,0.0,0.0,1.0,347900.0,0.0,1367578698.0,4bf58dd8d48988d12b951735
4e33e4e41f6efba2411b99e8,True,0.0,0.0,0.0,347900.0,0.0,1312023780.0,4bf58dd8d48988d1e2941735
52f6564c498e9e09e3e33147,True,0.0,0.0,0.0,347900.0,2.0,1391875660.0,4bf58dd8d48988d109941735
533dc2e4498e008173c0f1e8,True,0.0,0.0,0.0,347900.0,0.0,1396556516.0,4bf58dd8d48988d10a951735
533dc2e4498e008173c0f205,True,0.0,0.0,0.0,347900.0,0.0,1396556516.0,4bf58dd8d48988d10a951735
54bba83b498efc89a60986e4,True,0.0,0.0,0.0,347900.0,0.0,1421584443.0,4c38df4de52ce0d596b336e1
5275e250498ed7d6b3483e96,True,0.0,0.0,0.0,347900.0,0.0,1383457360.0,4bf58dd8d48988d113951735
506bf89fe4b0101523e50d28,True,0.0,1.0,0.0,347900.0,0.0,1349253279.0,4bf58dd8d48988d1f6931735
53ba6d70498ebfb1adf60ba9,True,0.0,0.0,0.0,347900.0,0.0,1404726640.0,4bf58dd8d48988d112951735
53d2266c498edbadfcf300e7,True,0.0,0.0,0.0,347900.0,0.0,1406281324.0,4bf58dd8d48988d1ff941735
4fc1de61e4b07c20e9f19f0e,True,0.0,0.0,0.0,347900.0,0.0,1338105441.0,4bf58dd8d48988d162941735
4efda97b7ee5f14f38ab17d1,True,6.5,45.0,11.0,347939.0,0.0,1325246843.0,4bf58dd8d48988d118951735
53a6c4ef498ed965e2a43ffb,True,0.0,0.0,0.0,347900.0,0.0,1403438319.0,4bf58dd8d48988d161941735
50ddbb54e4b0fe63a898c733,True,6.7,55.0,10.0,347900.0,0.0,1356708692.0,4bf58dd8d48988d180941735
59a0a34cb1ec133356549f10,True,0.0,1.0,0.0,347939.0,0.0,1503699788.0,4eb1baf03b7b2c5b1d4306ca
4f54b707e4b07e4c6522fc28,True,7.8,30.0,1.0,347900.0,0.0,1330951943.0,4bf58dd8d48988d176941735
4e5368f07d8b8e9188dcd3f7,True,6.9,26.0,8.0,347900.0,0.0,1314089200.0,4bf58dd8d48988d163941735
4f66e135e4b05c1d5b86314d,True,0.0,1.0,2.0,347939.0,0.0,1332142389.0,4bf58dd8d48988d104941735
4ff1bbd7e4b03e66aaf98b91,True,5.6,4.0,4.0,347939.0,0.0,1341242327.0,4f04ae1f2fb6e1c99f3db0ba
5682ab89498e817238d37899,True,0.0,4.0,0.0,347939.0,0.0,1451404169.0,52f2ab2ebcbc57f1066b8b42
4f337ef6e4b0034ad5724969,True,0.0,2.0,1.0,347939.0,0.0,1328774902.0,4bf58dd8d48988d172941735
50b33ee1e4b0c23dbd79473d,True,0.0,1.0,0.0,347939.0,0.0,1353924321.0,4bf58dd8d48988d113951735
5cb2fa3404d1ae002c44d62d,True,0.0,0.0,0.0,347900.0,0.0,1555233332.0,4bf58dd8d48988d12d941735
5c5eca301fa763002ce693f2,True,0.0,0.0,0.0,347900.0,0.0,1549716016.0,4bf58dd8d48988d13a941735
4f4c7276e4b0ed3692426334,True,0.0,1.0,3.0,347900.0,0.0,1330410102.0,4bf58dd8d48988d12b941735
58a96fce5cab2f664942c906,True,0.0,1.0,0.0,347900.0,0.0,1487499214.0,4bf58dd8d48988d18d941735
57acc148498e05b085c4282a,True,0.0,0.0,0.0,347900.0,0.0,1470939464.0,5293a7d53cf9994f4e043a45
5c63e39cf1936e002c0682f8,True,0.0,0.0,0.0,347900.0,0.0,1550050204.0,4bf58dd8d48988d172941735
50863dc8e4b0df6d16e3e085,True,0.0,1.0,0.0,347900.0,0.0,1350974920.0,4bf58dd8d48988d124941735
5c68b0d05455b2002c361774,True,0.0,2.0,0.0,347939.0,0.0,1550364880.0,52e81612bcbc57f1066b79f9
592c45b8a22db76642dbccf6,True,0.0,0.0,0.0,347939.0,0.0,1496073656.0,52f2ab2ebcbc57f1066b8b44
52be723511d218de7cc14723,True,0.0,1.0,0.0,347900.0,0.0,1388212789.0,4bf58dd8d48988d162941735
58ab04c3febfbd2f7183fcd9,True,0.0,1.0,0.0,347900.0,0.0,1487602883.0,4bf58dd8d48988d178941735
535a6854498e20fe475b0d31,True,0.0,0.0,0.0,347900.0,0.0,1398433876.0,4bf58dd8d48988d13b941735
515a591be4b03570cc09e3c2,True,0.0,0.0,0.0,347900.0,0.0,1364875547.0,4c38df4de52ce0d596b336e1
4f4b2f6be4b0d5cfa10cd6b8,True,0.0,0.0,1.0,347900.0,0.0,1330327403.0,4bf58dd8d48988d124941735
5413d684498ec4528ff59f45,True,0.0,0.0,0.0,347900.0,0.0,1410586244.0,4f04ae1f2fb6e1c99f3db0ba
5532c44d498e5f41b163337e,True,0.0,0.0,0.0,347900.0,2.0,1429390413.0,4bf58dd8d48988d1d2941735
5347e4b6498e5e57cab4c702,True,0.0,0.0,0.0,347900.0,0.0,1397220534.0,5032856091d4c4b30a586d63
536cb116498e5dcdf146c0ce,True,0.0,0.0,1.0,347900.0,0.0,1399632150.0,4bf58dd8d48988d162941735
503a1350e4b0caef7743ca92,True,6.4,7.0,4.0,347900.0,0.0,1345983312.0,4bf58dd8d48988d1e2941735
57822b78498e729e5e595b4f,True,0.0,1.0,0.0,347900.0,0.0,1468148600.0,52f2ab2ebcbc57f1066b8b32
51303c7de4b01ac3a51a8327,True,0.0,1.0,1.0,347900.0,0.0,1362115709.0,4f04ae1f2fb6e1c99f3db0ba
565dc699498e7fd5f358165d,True,0.0,1.0,2.0,347939.0,0.0,1448986265.0,52e81612bcbc57f1066b7a45
4f44ed6fe4b09e67d2d81462,True,0.0,0.0,0.0,347900.0,0.0,1329917295.0,4bf58dd8d48988d132941735
543b92d1498e5b5416e3bc1d,True,0.0,0.0,0.0,347900.0,0.0,1413190353.0,4eb1bea83b7b6f98df247e06
4f2b97e6e4b071ded0246cbf,True,0.0,0.0,0.0,347900.0,0.0,1328256998.0,4bf58dd8d48988d126941735
5110afa0e4b0e95e1f1efa00,True,0.0,0.0,0.0,347900.0,0.0,1360048032.0,4eb1bea83b7b6f98df247e06
50d1b375e4b08030c0baf77a,True,0.0,0.0,0.0,347900.0,0.0,1355920245.0,4bf58dd8d48988d178941735
523be5ba11d20b83862b2c02,True,0.0,0.0,0.0,347900.0,0.0,1379657146.0,4eb1bea83b7b6f98df247e06
4fe0b5a0e4b09f0231bd82dd,True,0.0,0.0,0.0,347900.0,0.0,1340126624.0,4eb1bea83b7b6f98df247e06
5180f556498e6c75e37e1c2c,True,0.0,0.0,0.0,347900.0,0.0,1367405910.0,4bf58dd8d48988d15c941735
54d34877498ecc001750742d,True,0.0,1.0,0.0,347900.0,0.0,1423132791.0,4bf58dd8d48988d124951735
500d42ece4b0629c8c522f11,True,0.0,1.0,1.0,347900.0,0.0,1343046380.0,4eb1bea83b7b6f98df247e06
538763a3498eb3bfad5f9d89,True,0.0,0.0,0.0,347900.0,0.0,1401381795.0,4f2a210c4b9023bd5841ed28
520a38fc11d20ecbabc00e4b,True,0.0,0.0,0.0,347900.0,0.0,1376401660.0,4f04ae1f2fb6e1c99f3db0ba
51cc2da3498ef797cba0d990,True,0.0,1.0,0.0,347900.0,0.0,1372335523.0,4f04ae1f2fb6e1c99f3db0ba
5314804c498eaa4c1ea05203,True,0.0,0.0,1.0,347900.0,0.0,1393852492.0,4bf58dd8d48988d126941735
579aef69498eb6b30cc3517c,True,0.0,0.0,0.0,347900.0,0.0,1469771625.0,4eb1bea83b7b6f98df247e06
57442f86498e78750a3b4a19,True,0.0,0.0,0.0,347900.0,0.0,1464086406.0,4bf58dd8d48988d178941735
4dd54141c65be32e5f97b13e,True,0.0,1.0,1.0,347900.0,0.0,1305821505.0,52e81612bcbc57f1066b7a10
4f33762de4b01ba98a3ba5ef,True,0.0,2.0,1.0,347900.0,0.0,1328772653.0,4bf58dd8d48988d118951735
52c0042c498e9f5924040f8b,True,0.0,1.0,0.0,347900.0,0.0,1388315692.0,4bf58dd8d48988d122951735
5184fe89498e285dcbee3850,True,0.0,0.0,0.0,347900.0,0.0,1367670409.0,4bf58dd8d48988d112951735
5465e1e9498e40bd82c54483,True,0.0,0.0,0.0,347900.0,0.0,1415963113.0,4f04ae1f2fb6e1c99f3db0ba
5247d35d11d2f9dc887940d3,True,0.0,0.0,0.0,347900.0,0.0,1380438877.0,4bf58dd8d48988d1f7931735
4f4a0858e4b093da13409292,True,0.0,0.0,1.0,347900.0,0.0,1330251864.0,4bf58dd8d48988d113951735
51f4f285498eb4e78b2d6ba1,True,0.0,0.0,0.0,347900.0,0.0,1375007365.0,4bf58dd8d48988d130941735
5045f400e4b0c93959c672a2,True,0.0,0.0,0.0,347900.0,0.0,1346761728.0,4bf58dd8d48988d130941735
